audio_file;transcription;translation
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000091_000000.wav;Every member of the assembly shook their heads.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000055_000000.wav;The sun was setting, and the captain said:;
opus_datasets/extracted/LibriTTS_R/dev-other\1650\157641\1650_157641_000043_000001.wav;The period covered by this chapter included both the Crimean War and the Indian Mutiny, and every one knows how the soldiers in the Crimea and in India alike craved for tobacco as for one of the greatest of luxuries, and how even an occasional smoke cheered and encouraged and sustained suffering humanity.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000004_000004.wav;None of the Sloanes would have any dealings with the Bells, because the Bells had declared that the Sloanes had too much to do in the program, and the Sloanes had retorted that the Bells were not capable of doing the little they had to do properly.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\29134\4831_29134_000003_000000.wav;"He further said that if this Noble were a pure man, and merely misguided, he could bear it, but that he should succeed in his wicked designs through a base use of money would leave a blot upon his State which would work untold evil to the morals of the people, and that he would not suffer; the public morals must not be contaminated.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000047_000005.wav;Penelope was four years older than I was, but we were devoted to each other.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000020_000003.wav;Leaving out Judas, and counting Matthias, who was elected in his place, we have thirteen apostles.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000045_000000.wav;"""Penelope Saverne.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000058_000000.wav;"""I've plenty,"" said Jasper, hurrying off; ""I'll stick on two for you.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000017_000000.wav;"""Where's my clothes?"" he demanded again, very fierce.";
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000050_000000.wav;"""And all seems favourable for our attempt to morrow?""";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274150\8288_274150_000005_000003.wav;"Malicorne will be delighted this evening;"" as he, in fact, was, when it was reported to him.";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\74899\1255_74899_000047_000001.wav;"She was much obliged, she said, to the rector for his goodness in promising to marry them; and as she had no friends of her own she hoped that Minnie Lovel would be her bridesmaid.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000058_000000.wav;"The afterguard were organised in two parties by Evans to work buckets; the men were kept steadily going on the choked hand pumps-this seemed all that could be done for the moment, and what a measure to count as the sole safeguard of the ship from sinking, practically an attempt to bale her out!";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000015_000002.wav;Before that body, with armed men at his back, he demanded a formal surrender of the precious charter into his hands.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000049_000000.wav;Billy laughed gayly-but she shifted her position and did not meet her lover's eyes.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000032_000000.wav;"""In any case, this is but my humble opinion.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000046_000000.wav;"""Would not that, then,"" I ventured to ask, impatiently, ""make Jesus as much of an idol as Apollo?";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000032_000005.wav;I think your hair is awfully pretty now-honest I do.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000075_000007.wav;There's a new law about the license.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000018_000000.wav;'Don't you feel lonely in it sometimes?';
opus_datasets/extracted/LibriTTS_R/dev-other\1255\74899\1255_74899_000038_000000.wav;"""The tailor must behave himself properly,"" said Lady Anna.";
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000031_000000.wav;"""Yes,"" said he, ""when it's too late,"" and so saying he went back to his cabin, where he had stopped almost ever since his dispute with the captain.";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000032_000000.wav;"""I'm not a goose, but they are who cry about trifles,"" said Petya.";
opus_datasets/extracted/LibriTTS_R/dev-other\1651\136854\1651_136854_000010_000000.wav;'Baxter's account of things in which he had changed his mind as he grew up.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\74899\1255_74899_000009_000002.wav;It is only human nature that they should.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000046_000000.wav;Margaret resolved to keep silence.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000007_000004.wav;"""Lady,"" said he, ""Geraint, the son of Erbin, thy best and most valiant servant, greets thee."" ""Did he meet with thee?"" she asked.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000033_000000.wav;Anne's unhappiness continued for a week.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000044_000001.wav;"""I say, what a name!";
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000039_000003.wav;If I tell you all, perhaps you could break it to her to morrow.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000014_000001.wav;A flying figure brushed by him and fell on its knees by the couch, with a low cry.;
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000004_000000.wav;"""Is there any prospect of your being married?""";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000007_000000.wav;This uncertainty robs the story of Jesus, to an extent at least, of the atmosphere of reality.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000059_000005.wav;Not a single one has lost his good spirits.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000012_000000.wav;Anne's plan was hailed with enthusiasm.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000076_000004.wav;"Is it not a germ of the unconscious non desire to live?""";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000008_000007.wav;The critter had been caught by the two hind legs.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000049_000001.wav;He is a Fellow of Plymouth College there.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000020_000001.wav;So I am disposing of such of the family heirlooms as I do not wish to take with me.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\101622\7601_101622_000004_000004.wav;"The romans by this means erected their colonies; for, perceiving their city to grow immeasurably populous, they eased it of the most unnecessary people, and sent them to inhabit and cultivate the lands conquered by them; sometimes also they purposely maintained wars with some of their enemies, not only to keep their own men in action, for fear lest idleness, the mother of corruption, should bring upon them some worse inconvenience:";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172528\3663_172528_000010_000013.wav;"This woke me up, and I called out:   Leave her alone; perhaps, when she meant to do me harm, she did me more good than you were able to do with all your efforts.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000002_000001.wav;Then he saw Aunt Hannah-Aunt Hannah with her bonnet askew, her neck bow awry, one hand bare, and the other half covered with a glove wrong side out.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000020_000001.wav;No, no, never!;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000029_000000.wav;"""But I still believe in Apollo,"" I exclaimed; ""he is not dead, I know he is alive.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7601\291468\7601_291468_000004_000002.wav;For what is history, in fact, but a kind of Newgate Calendar-a register of the crimes and miseries that man has inflicted on his fellow men?;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000051_000000.wav;"""A woman?""";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000024_000001.wav;"Her mother was growing more absorbed every moment by her interest in the game; her heart beat with short quick strokes, and she pressed even closer to the wall, disarranging her hair still more.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000052_000004.wav;Oates and Atkinson with intermittent assistance from others were busy keeping the ponies on their legs.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000013_000000.wav;In the evening, behold, the earl came to visit Geraint, and his twelve honorable knights with him.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000076_000003.wav;If this is so, is it not a sign of organic weakness?;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000043_000000.wav;"""And is George Bingham out there?"" anxiously asked the brother.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000060_000001.wav;"Well, no!"" exploded Bertram.";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000007_000003.wav;Below, down to the water's edge, the flat was unbroken by hole or projection.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000075_000006.wav;Great Scott, Billy, I'll have to trust you five days, after all!;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000130_000001.wav;"""That's the very reason she understands things like a shot-and knows how to take 'em,"" he said; ""and I tell you, Polly,"" he declared with a burst of confidence that utterly surprised him, ""I'd rather have my mother than any other company I know of; she's awful good fun!""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000000_000002.wav;Suddenly he again felt that he was alive and suffering from a burning, lacerating pain in his head.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000050_000003.wav;"Alice, get your play hood; this handkerchief is all wet; and, Maud, bring the old chinchilla tippet.'";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50964\5849_50964_000007_000002.wav;"Those we get down here always seem soft and salty, like the spray.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000037_000004.wav;"Either to a Power indefinable, incomprehensible, which I not only cannot address but which I cannot even express in words-the Great All or Nothing "" said he to himself, ""or to that God who has been sewn into this amulet by Mary!";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000033_000004.wav;That scene of two years before flashed back into her recollection as vividly as if it had taken place yesterday.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000014_000000.wav;But he'd been too sick and too long abed.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000047_000002.wav;Had the hotel keeper made a mistake?;
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000015_000002.wav;"She could not crawl on in this way; the dogs would soon be upon them.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000005_000004.wav;"""Right gladly shall it be so,"" said Arthur.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000049_000000.wav;"""I couldn't,"" still said Phronsie, and it looked as if the shower were about to fall again.";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59186\6123_59186_000014_000002.wav;He has a temperament sensitive beyond that of all but a few recent writers to the pain and passion of human beings.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000057_000000.wav;Charles Stevens smiled and answered:;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000018_000009.wav;The uncertainty about the apostles of Jesus is quite in keeping with the uncertainty about Jesus himself.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000021_000005.wav;I understand Miss Winslow sings in the First Church of Raymond and could probably command almost any salary as a public singer.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000027_000001.wav;I see.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000068_000001.wav;"Bring it at once.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000067_000000.wav;"""Well, what is that?";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000027_000000.wav;Sergey Modestovich was coming at this moment toward the nursery. Through the half closed doors he heard the laughter, the joyous outcries, the sound of romping.;
